Date of Accident,Aircraft Type,Aircraft Registration,Operator,Deaths,Location,Country,Category,Year
1946-10-17,douglas dakota iv (dc-3),KN236,raf,11.0,near chitral,pakistan,a1,1946
1946-10-20,avro 685 york c.1,MW208,raf,3.0,calcutta-dum dum...,india,a1,1946
1946-10-22,lockheed 18 lodestar,PP-PBQ,panair do brasil,0.0,"catanduva, sp",brazil,a1,1946
1946-10-22,douglas dakota iv (dc-3),KN635,raf,0.0,membury raf station,u.k.,a1,1946
1946-10-22,douglas c-47a (dc-3),42-100506,usaaf,1.0,near aachen,germany,a1,1946
1946-10-22,douglas c-47b (dc-3),43-16199,usaaf,7.0,near manila-nichols a...,philippines,a1,1946
1946-10-23,amiot aac.1 (ju-52),F-BCHD,socotra,1.0,gebel kalamoun,egypt,a1,1946
1946-10-25,douglas c-47b (dc-3),44-77265,usaaf,0.0,el paso-biggs aa...,usa,a1,1946
1946-10-25,curtiss c-46d,44-78415,usaaf,0.0,mount banahao,philippines,a1,1946
1946-10-26,amiot aac.1 (ju-52),F-BBYL,tai,0.0,marseille-marign...,france,u1,1946
1946-10-31,lisunov li-2,CCCP-L4278,"aeroflot, turkmenistan",0.0,tashauz,turkmenistan,a1,1946
1946-11-01,amiot aac.1 (ju-52),F-BCAD,cta languedoc-roussillon,23.0,saint-lã©ger-la-...,france,a1,1946
1946-11-01,douglas c-47b (dc-3),43-49899,usaaf,0.0,taiden,south korea,a1,1946
1946-11-02,douglas c-47b (dc-3),43-49141,usaaf,8.0,caribbean,unknown country,a1,1946
1946-11-03,avro 685 york c.1,MW225,raf,0.0,delhi-palam airp...,india,a1,1946
1946-11-04,fairchild c-82a packet,44-23020,usaaf,0.0,austin-bergstrom...,usa,a1,1946
1946-11-05,lisunov li-2,CCCP-L4181,"aeroflot, turkmenistan",5.0,"near yamshchina, mosk...",russia,a1,1946
1946-11-05,douglas c-47b (dc-3),CCCP-L946,aeroflot,13.0,moskva-vnukovo a...,russia,a1,1946
1946-11-05,lisunov li-2,CCCP-L4207,"aeroflot, lithuania",1.0,moskva-vnukovo a...,russia,a1,1946
1946-11-06,douglas c-47a (dc-3),PH-TBO,klm,0.0,near shere,u.k.,a1,1946
1946-11-07,lockheed 18 lodestar,PP-NAI,nab,0.0,rio de janeiro-m...,brazil,a2,1946
1946-11-07,budd rb-1 conestoga,NC45353,national skyway freight,2.0,"near san rafael, nm",usa,a1,1946
1946-11-09,douglas dc-3,Not Reported,arnold air service,0.0,anchorage-merril...,usa,a1,1946
1946-11-09,douglas c-47a (dc-3),OK-XDG,csa,0.0,near dobrovã­ze,czech rep.,a1,1946
1946-11-09,lisunov li-2,CCCP-L4145,"aeroflot, privolzhsk",6.0,ufa,russia,a1,1946
1946-11-10,douglas c-49j-do (dc-3-454),NC20750,delta air lines,0.0,meridian-key fie...,usa,a1,1946
1946-11-10,curtiss c-46d,44-78258,usaaf,0.0,takuma bay,japan,a1,1946
1946-11-10,douglas dakota iii (dc-3),FZ570,raf,0.0,algiers-maison b...,algeria,a1,1946
1946-11-11,douglas c-53d-do (dc-3),NC19947,united airlines,2.0,"cleveland, oh",usa,a1,1946
1946-11-13,douglas dc-3a,NC18645,western air lines,11.0,"near lebec, ca",usa,a1,1946
1946-11-13,douglas dc-3,XA-FOZ,communicaciones aã©reas de veracruz,15.0,near perote,mexico,a1,1946
1946-11-14,douglas c-47a (dc-3),PH-TBW,klm,26.0,amsterdam-schiph...,netherlands,a1,1946
1946-11-15,ford 4-at-b tri-motor,HC-SBD,shell ecuador,1.0,ayuy airstrip,ecuador,a1,1946
1946-11-16,curtiss c-46f,44-78691,usaaf,23.0,near iwo jima air bas...,pacific ocean,a1,1946
1946-11-18,douglas dc-3-194d,G-AGBE,skyways,0.0,lons-le-saunier,france,a1,1946
1946-11-19,douglas c-53d skytrooper (dc-3),42-68846,usaaf,0.0,near interlaken,switzerland,a1,1946
1946-11-20,avro 685 york c.1,MW205,raf,6.0,near suez,egypt,a1,1946
1946-11-22,douglas c-47b (dc-3),44-77156,usaaf,0.0,"ohama beach, 210...",japan,a1,1946
1946-11-22,junkers ju-52/3mge,T-165,argentine af,0.0,not reported,argentina,a1,1946
1946-11-25,junkers ju-52/3m,T.2-76,spanish af,8.0,near valdenoche,spain,a1,1946
1946-11-26,consolidated pby-5a catalina,A24-106,raaf,0.0,darwin raaf stat...,australia,a1,1946
1946-11-27,douglas c-47a (dc-3),RX-76,lacsa,23.0,near san josã©,costa rica,a1,1946
1946-11-28,avro 685 york c.1,MW168,raf,0.0,brize norton (bzz),u.k.,a1,1946
1946-11-29,douglas dakota iv (dc-3),KN286,raf,0.0,unknown,unknown country,a1,1946
1946-11-30,vickers 620 viking 1,T-1,argentine af,5.0,el palomar air b...,argentina,a1,1946
1946-12-02,douglas c-54b (dc-4),NC56743,willis air service,0.0,san juan-isla gr...,puerto rico,a1,1946
1946-12-02,avro 685 york c.1,MW268,raf,0.0,malta-luqa airpo...,malta,a1,1946
1946-12-06,ford 5-at-b tri-motor,XA-FUP,naam,0.0,not reported,mexico,u1,1946
1946-12-07,kawasaki ki-56,6,dalstroi aviation,7.0,near berelyokh,russia,a1,1946
1946-12-08,avro 691 lancastrian c.3,G-AHCA,skyways,0.0,dunsfold airport,u.k.,o1,1946
1946-12-10,curtiss c-46e,Not Reported,slick airways,0.0,"dallas, tx",usa,a2,1946
1946-12-10,curtiss r5c-1 (c-46a),39528,usmc,32.0,"mount rainier, wa",usa,a1,1946
1946-12-10,curtiss c-46f,44-78604,usaaf,22.0,near osaka-itami air ...,japan,a1,1946
1946-12-11,douglas c-47b (dc-3),43-16322,usaaf,0.0,unknown,unknown country,a1,1946
1946-12-13,focke-wulf fw 200c,CCCP-N400,"gusmp, directorate of polar aviation",0.0,near ostrov litne,russia,a1,1946
1946-12-13,fairchild c-82a packet,44-23022,usaaf,0.0,fayetteville-pop...,usa,a1,1946
1946-12-14,douglas c-47b (dc-3),PI-C1,far east air transport,12.0,mt. banahaw,philippines,a1,1946
1946-12-14,douglas c-54d (dc-4),42-72541,usaaf,0.0,fairbanks-ladd a...,usa,a1,1946
1946-12-16,douglas dc-3,Not Reported,cnac,5.0,shanghai-longhua...,china,a1,1946
1946-12-17,douglas c-47a (dc-3),NC88876,winged cargo,7.0,near tilaran,costa rica,a1,1946
1946-12-17,douglas dakota iv (dc-3),KN662,raf,0.0,near trigno,italy,a1,1946
1946-12-18,douglas c-47b (dc-3),43-16378,usaaf,0.0,near ferrara,italy,a1,1946
1946-12-19,douglas c-47a (dc-3),G-AGZA,railway,0.0,near london-northolt ...,u.k.,a1,1946
1946-12-19,douglas c-47 (dc-3),NC54374,universal air lines,0.0,"near aberdeen, md",usa,a2,1946
1946-12-19,douglas c-54b (dc-4),NC88813,eastern air lines,0.0,"near aberdeen, md",usa,a2,1946
1946-12-19,avro 685 york c.1,MW241,raf,0.0,honington raf st...,u.k.,a1,1946
1946-12-20,consolidated pby-5a catalina,C-406,viarco,1.0,buenaventura,colombia,a1,1946
1946-12-23,douglas c-47b (dc-3),G-AGKD,boac,0.0,malta-luqa,malta,a1,1946
1946-12-23,avro 685 york i,LV-XIG,fama,21.0,"near rio de janeiro, rj",brazil,a1,1946
1946-12-24,douglas dc-3a,NC45395,western air lines,12.0,"near san diego, ca",usa,a1,1946
1946-12-24,douglas dc-4,NC30050,united airlines,0.0,los angeles airp...,usa,a1,1946
1946-12-24,douglas c-47a (dc-3),OK-WDD,csa,0.0,near paris,france,a1,1946
1946-12-25,douglas c-47 (dc-3),140,cnac,19.0,shanghai-jiangwa...,china,a1,1946
1946-12-25,curtiss c-46,115,cnac,31.0,shanghai-longhua...,china,a1,1946
1946-12-25,douglas c-47 (dc-3),48,central air transport,0.0,near shanghai-jiangwa...,china,a1,1946
1946-12-28,douglas c-47a (dc-3),NC58024,kansas city southern skyways,2.0,"walshville, il",usa,a1,1946
1946-12-28,lockheed l-049 constellation,NC86505,twa,9.0,near shannon airport ...,ireland,a1,1946
1946-12-28,douglas c-50a-do (dc-3),NC15577,american airlines,2.0,"michigan city, in",usa,a1,1946
1946-12-30,martin pbm-5 mariner,59098,us navy,3.0,thurston island,antarctica,a1,1946
1946-12-31,douglas c-47a (dc-3),NC88873,inter continental air transport,5.0,"near charleston, sc",usa,a1,1946
1947-01-01,douglas c-47a (dc-3),NC53457,private,0.0,near nashville metrop...,usa,a1,1947
1947-01-03,douglas c-47a (dc-3),G-AGJU,boac,0.0,whitchurch airport,u.k.,a1,1947
1947-01-04,sikorsky s-43b,PP-PBN,panair do brasil,11.0,sã£o paulo de ol...,brazil,a1,1947
1947-01-05,douglas c-47b (dc-3),NC50046,nationwide air transport,3.0,"near carmel, nj",usa,a2,1947
1947-01-05,curtiss c-46,XT-T51/121,cnac,43.0,near qingdao,china,a1,1947
1947-01-05,douglas dc-3-208a,NC21746,american airlines,0.0,"jones beach, ny",usa,a1,1947
1947-01-06,douglas c-54b (dc-4),NC95412,northwest airlines,0.0,chicago municipa...,usa,a1,1947
1947-01-06,amiot aac.1 (ju-52),F-BBYK,tai,0.0,mont ventoux,france,a1,1947
1947-01-07,douglas c-47a (dc-3),OO-CBO,sabena,0.0,costermansville ...,d.r. congo,a1,1947
1947-01-08,lockheed 18 lodestar,NC25687,"national airlines, op.for caribbean atlantic",0.0,jacksonville mun...,usa,a2,1947
1947-01-10,douglas c-47a (dc-3),VT-AUF,air-india,0.0,not reported,india,u1,1947
1947-01-11,douglas c-47a (dc-3),G-AGJX,boac,8.0,stowting,u.k.,a1,1947
1947-01-11,douglas c-54a (dc-4),PI-C100,far east air transport,7.0,"near laoag, philippines",pacific ocean,a1,1947
1947-01-12,douglas c-49-do (dc-3),NC88872,eastern air lines,18.0,"galax, va",usa,a1,1947
1947-01-14,lockheed c-60a lodestar,60-03,mexican af,21.0,near puebla,mexico,a1,1947
1947-01-16,avro 685 york c.1,MW228,raf,0.0,oakington,u.k.,a1,1947
1947-01-17,douglas dakota iv (dc-3),KJ858,raf,0.0,near singapore-seleta...,singapore,a1,1947
1947-01-18,short s.25 sandringham 5,G-AHYZ,boac,0.0,belfast,u.k.,o1,1947
1947-01-18,douglas dakota iv (dc-3),KP230,raf,0.0,kupang-el tari a...,indonesia,a1,1947
1947-01-19,douglas c-47b (dc-3),349882,french af,0.0,"an cu, annam",vietnam,a1,1947
1947-01-20,douglas r5d (dc-4),Not Reported,us navy,1.0,"oakland nas, ca ...",usa,a1,1947
1947-01-22,douglas c-53b (dc-3),C-108,avianca,17.0,near puerto araujo,colombia,a1,1947
1947-01-22,douglas c-47a (dc-3),C-204,taca de colombia,0.0,near guayaquil airpor...,ecuador,a1,1947
1947-01-22,douglas dc-3,Not Reported,allegheny air cargo,0.0,"allentown, pa",usa,a1,1947
1947-01-22,douglas dakota iv (dc-3),KP222,raf,0.0,bã¼ckeburg,germany,a1,1947
1947-01-22,lockheed 14-h2 super electra,VH-ADT,qantas,0.0,schofields airpo...,australia,a1,1947
1947-01-22,consolidated pby-5 catalina,08204,us navy,1.0,santa rosa islan...,usa,a1,1947
1947-01-23,douglas c-47b (dc-3),43-48936,usaaf,1.0,near seattle/sand poi...,usa,a1,1947
1947-01-23,lockheed 14-h2 super electra,CF-TCQ,tcal,2.0,"near headingley, mb",canada,a1,1947
1947-01-24,douglas r4d-5 (dc-3),39079,us navy,0.0,"near dartmouth, ns",canada,a1,1947
1947-01-25,douglas c-47a (dc-3),OK-WDB,csa,0.0,london-croydon a...,u.k.,o1,1947
1947-01-25,douglas c-47a (dc-3),PI-C12,philippine air lines,4.0,mt. parker,hong kong,a1,1947
1947-01-25,douglas dc-3,138,cnac,19.0,near chongqing,china,a1,1947
1947-01-25,douglas c-47a (dc-3),VP-YFD,spencer airways,12.0,london-croydon a...,u.k.,a1,1947
1947-01-26,douglas dc-3c,PH-TCR,klm,22.0,kã¸benhavn-kastr...,denmark,a1,1947
1947-01-26,junkers ju-52/3mg8e,G-AHOK,bea,0.0,renfrew,u.k.,u1,1947
1947-01-26,consolidated pby-5 catalina,P-204,dutch navy,1.0,"gillemanuk, bali",indonesia,a1,1947
1947-01-27,douglas c-47 (dc-3),NC51894,puerto rico air transport,0.0,"newark airport, nj",usa,a1,1947
1947-01-28,curtiss c-46,Not Reported,cnac,25.0,near hankou,china,a1,1947
1947-02-01,douglas c-47a (dc-3),F-BAXQ,air france,15.0,near lisboa-portela d...,portugal,a1,1947
1947-02-01,douglas dakota iv (dc-3),KJ971,raf,0.0,middle aston,u.k.,a1,1947
1947-02-04,douglas r4d-5s (dc-3),17131,us navy,10.0,near assateague islan...,usa,a1,1947
1947-02-05,douglas c-47a (dc-3),NC54451,international air freight,1.0,"harrington, dl",usa,a1,1947
1947-02-05,douglas dc-2-112,PP-AVG,aerovias brasil,0.0,"lagoa santa, go",brazil,a1,1947
1947-02-06,douglas c-54b (dc-4),NC44567,aerovã­as cubanas internacionales,11.0,near pedro bernado,spain,a1,1947
1947-02-06,douglas c-47 (dc-3),Not Reported,china air force,9.0,near chongqing airpor...,china,a1,1947
1947-02-07,lisunov li-2,CCCP-N394,polyarnaya aviatsiya,0.0,near mys shmidta airport,russia,o1,1947
1947-02-09,douglas c-47b (dc-3),44-77205,usaaf,0.0,manila-nichols a...,philippines,a1,1947
1947-02-10,lockheed 18 lodestar,ZK-ALZ,union airways,0.0,palmerston north...,new zealand,o1,1947
1947-02-11,avro 685 york c.1,MW242,raf,0.0,waterbeach raf s...,u.k.,a1,1947
1947-02-11,consolidated pby-5a catalina,48328,us navy,4.0,"between seattle,...",usa,a1,1947
1947-02-13,douglas c-47a (dc-3),OK-XDU,csa,3.0,near kladno,czech rep.,a1,1947
1947-02-14,curtiss c-46e,NC59486,slick airways,2.0,"denver, co",usa,a1,1947
1947-02-14,douglas c-47a (dc-3),NC59398,atlantic & pacific airlines,0.0,"league city, tx",usa,a1,1947
1947-02-15,savoia-marchetti sm-95,I-ABQH,corrieri aerei militari,17.0,near terracina,italy,a1,1947
1947-02-15,douglas dc-4,C-114,avianca,53.0,near bogotã¡,colombia,a1,1947
1947-02-17,douglas c-47a (dc-3),OY-AEB,ddl,0.0,near malmã¶,sweden,a1,1947
1947-02-19,douglas c-47a (dc-3),42-93723,usaaf,1.0,neubiberg air base,germany,a1,1947
1947-02-20,douglas c-47b (dc-3),349048,french af,4.0,offenbach,germany,a1,1947
1947-02-21,douglas c-47 (dc-3),Not Reported,china air force,21.0,near chongqing,china,a1,1947
1947-02-23,douglas c-47a (dc-3),43-15357,usaaf,0.0,kaufbeuren,germany,a1,1947
1947-02-24,douglas dc-3a-197e,NC33646,united airlines,0.0,"philadelphia, pa",usa,a1,1947
1947-02-26,douglas dakota iv (dc-3),KK120,raf,12.0,china sea,pacific ocean,a1,1947
1947-02-26,douglas c-47 (dc-3),VHRET,netherlands east indies af,6.0,"near point lookout, s...",australia,a1,1947
1947-02-27,junkers ju-52/3mge,T-154,lade,0.0,not reported,argentina,a1,1947
1947-02-28,douglas dakota iv (dc-3),KN203,raf,0.0,near yangon-mingalado...,myanmar,a1,1947
1947-03-05,amiot aac.1 (ju-52),F-BAKP,air france,0.0,paris-le bourget...,france,u1,1947
1947-03-05,douglas c-47b (dc-3),CCCP-L952,"aeroflot, georgia",23.0,nizhnesvanetsky ...,georgia,a1,1947
1947-03-06,douglas c-47 (dc-3),ZS-BJZ,suidair,0.0,lapula river,zimbabwe,a2,1947
1947-03-07,douglas r5d-3 (dc-4),92002,us navy,0.0,guam-agana nas (...,guam,a1,1947
1947-03-08,douglas c-47 (dc-3),C-400,viarco,9.0,near villavicencio,colombia,a1,1947
1947-03-08,douglas dakota iv (dc-3),KK122,raf,13.0,l'isola di ischia,italy,a1,1947
1947-03-08,focke-wulf fw 200a-0,PP-CBI,cruzeiro do sul,0.0,rio de janeiro-s...,brazil,a1,1947
1947-03-12,douglas c-47 (dc-3),VHREZ,netherlands east indies af,26.0,near bandung,indonesia,a1,1947
1947-03-14,douglas c-47a (dc-3),F-BAXO,air france,23.0,near chã¢teau-bernard,france,a1,1947
1947-03-14,douglas dc-3c,NC88804,us airlines,2.0,charleston munic...,usa,a1,1947
1947-03-14,avro 685 york c.1,MW202,raf,0.0,lyneham raf stat...,u.k.,a1,1947
1947-03-16,short sunderland gr.5,VB886,raf,0.0,pembroke dock,u.k.,o1,1947
1947-03-17,lockheed c-60a lodestar,YS-28,taca,8.0,near medellã­n-enriqu...,colombia,a1,1947
1947-03-18,avro 685 york c.1,MW198,raf,11.0,near negombo raf station,sri lanka,a1,1947
1947-03-19,douglas dc-3,ZS-AUK,pan african air charter,0.0,masindi,uganda,a1,1947
1947-03-19,lockheed c-60a lodestar,C-202,taca de colombia,5.0,near bucaramanga,colombia,a1,1947
1947-03-19,douglas c-47b (dc-3),43-48303,usaaf,0.0,near aq qaleh,iran,a1,1947
1947-03-20,douglas c-47a (dc-3),YV-C-AMU,lav,0.0,caracas-la carlo...,venezuela,a1,1947
1947-03-20,amiot aac.1 (ju-52),F-BAKM,air france,0.0,freetown,sierra leone,u1,1947
1947-03-20,douglas c-47a (dc-3),42-93804,usaaf,6.0,near dessie,ethiopia,a1,1947
1947-03-22,douglas c-47d,44-77288,usaaf,0.0,fairfield-suisun...,usa,a1,1947
1947-03-26,douglas c-47a (dc-3),W-12,dutch navy,0.0,"near gimbat station, nt",australia,a1,1947
1947-04-01,martin pbm-5g mariner,59002,us navy,1.0,"near tampa, fl",usa,a1,1947
1947-04-04,douglas c-47a (dc-3),NC52710,international air freight,0.0,palm beach-palm ...,usa,a1,1947
1947-04-05,douglas c-47b (dc-3),44-76231,usaaf,4.0,"near decaturville, tn",usa,a1,1947
1947-04-08,douglas c-47 (dc-3),YV-ALO,lav,27.0,near caracas,venezuela,a1,1947
1947-04-09,douglas c-47d (dc-3),43-49258,usaaf,1.0,san antonio-kell...,usa,a1,1947
1947-04-09,fokker f.xii,SE-ACZ,svensk flygtjã¤nst,0.0,stockholm-bromma...,sweden,a1,1947
1947-04-10,douglas c-47b (dc-3),K-14,belgian af,6.0,dalbry,u.k.,a1,1947
1947-04-13,avro 685 york i,G-AHEZ,bsaa,6.0,dakar-yoff airpo...,senegal,a1,1947
1947-04-13,lockheed c-60a lodestar,C-803,transandina,0.0,medellã­n-enriqu...,colombia,a1,1947
1947-04-19,douglas r4d-2 (dc-3),ZS-BNB,mercury aviation,0.0,near malakal,south sudan,a1,1947
1947-04-22,douglas dc-3c,NC49657,delta air lines,8.0,"columbus, ga",usa,a1,1947
1947-04-22,douglas c-47a (dc-3),42-23368,usaaf,0.0,near karlovy vary,czech rep.,a1,1947
1947-04-22,douglas c-47 (dc-3),CCCP-L1204,"aeroflot, krasnoyarsk",9.0,near volochanka villa...,russia,a1,1947
1947-04-24,douglas dakota iv (dc-3),KN320,raf,0.0,unknown,unknown country,u1,1947
1947-04-25,unknown,..-141,cnac,0.0,shanghei-lungwha...,china,a1,1947
1947-04-28,lockheed 18 lodestar,CF-TDF,tcal,15.0,"near vancouver, bc",canada,a1,1947
1947-04-30,douglas c-47 (dc-3),YS-30,aerovias latino americanas,0.0,san salvador-ilo...,el salvador,a1,1947
1947-04-30,amiot aac.1 (ju-52),F-BBYG,air france,0.0,niamey,niger,u1,1947
1947-05-02,fiat g.12ca,MM60896,italian af,0.0,torino-mirafiori...,italy,a1,1947
1947-05-02,fairchild c-82a packet,44-23044,usaaf,0.0,biloxi-keesler a...,usa,a1,1947
1947-05-03,lockheed 18 lodestar,TI-84,taca,11.0,near nicoya airport (...,costa rica,a1,1947
1947-05-04,douglas dc-3c,NC53196,union southern airlines,2.0,"newark airport, ...",usa,a1,1947
1947-05-04,douglas c-47b (dc-3),476557,french af,7.0,saigon-tan son n...,vietnam,a1,1947
1947-05-10,lockheed c-60a lodestar,C-801,transandina,2.0,near cartagena,colombia,a1,1947
1947-05-11,avro 691 lancastrian c.1,G-AGLF,skyways,0.0,landing ground h3,iraq,a1,1947
1947-05-11,lockheed l-049 constellation,NC86508,twa,4.0,"near cape may pount, ...",usa,a1,1947
1947-05-11,fairchild c-82a packet,44-23028,usaaf,0.0,"near austin, tx",usa,a1,1947
1947-05-12,ford 4-at-a tri-motor,XA-DOL,namsa,0.0,ometepec,mexico,a1,1947
1947-05-12,douglas r4d-1 (dc-3),37680,us navy,0.0,unknown,unknown country,u1,1947
1947-05-16,douglas c-47a (dc-3),42-32926,usaaf,0.0,quito-mariscal s...,ecuador,a1,1947
1947-05-16,douglas dc-3,NC53011,strato-freight,0.0,gainesville airp...,usa,a1,1947
1947-05-16,douglas c-47a (dc-3),CCCP-L1048,"aeroflot, far east",22.0,near khabarovsk airpo...,russia,a1,1947
1947-05-18,douglas c-47 (dc-3),1002,philippine af,18.0,near malaybalay,philippines,a1,1947
1947-05-19,douglas c-47d (dc-3),43-49248,usaaf,0.0,"near livingston, mt",usa,a1,1947
1947-05-22,douglas c-47b (dc-3),PP-AVM,aerovias brasil,0.0,rio de janeiro-s...,brazil,a1,1947
1947-05-22,boeing xc-97,43-27472,usaaf,5.0,near dayton-wright pa...,usa,a1,1947
1947-05-24,avro 685 york c.1,MW190,raf,0.0,malta-luqa airpo...,malta,a1,1947
1947-05-29,douglas c-47a (dc-3),CB-32,lab,0.0,near trinidad,bolivia,a1,1947
1947-05-29,douglas dc-4,NC30046,united airlines,43.0,new york-la guar...,usa,a1,1947
1947-05-29,douglas c-47a (dc-3),TF-ISI,flugfã©lag islands,25.0,hã©ã°insfjã¶rã°ur,iceland,a1,1947
1947-05-29,douglas c-54d (dc-4),42-72553,usaaf,41.0,near atsugi-nas (nja),japan,a1,1947
1947-05-30,douglas c-54b (dc-4),NC88814,eastern air lines,53.0,"near bainbridge, md",usa,a1,1947
1947-05-30,douglas r4d-1 (dc-3),C-708,taerco,0.0,mitãº airport (mvp),colombia,a2,1947
1947-05-30,douglas c-47 (dc-3),FAC-661,colombian af,0.0,near palanquero-germa...,colombia,a2,1947
1947-05-31,amiot aac.1 (ju-52),F-BBYH,service de tele. et de sign.,3.0,aoulef,algeria,a1,1947
1947-06-03,douglas c-47a (dc-3),VH-AOH,butler air transport,0.0,schofields airpo...,australia,a1,1947
1947-06-04,amiot aac.1 (ju-52),F-BANB,air france,3.0,near gã¨menos,france,a1,1947
1947-06-07,amiot aac.1 (ju-52),F-BAKV,air france,0.0,dakar-yoff airpo...,senegal,u1,1947
1947-06-10,douglas c-47a (dc-3),SP-LCB,lot,0.0,stockholm-bromma...,sweden,a1,1947
1947-06-10,avro 691 lancastrian c.4,LV-ACS,fama,6.0,"natal airport, r...",brazil,a1,1947
1947-06-11,avro 685 york c.1,MW247,raf,0.0,oakington raf st...,u.k.,a1,1947
1947-06-13,douglas c-54 (dc-4),NC88842,pennsylvania-central airlines,50.0,"near charles town, wv",usa,a1,1947
1947-06-13,amiot aac.1 (junkers ju-52/3m),245,french af,11.0,near dalat,vietnam,a1,1947
1947-06-15,douglas c-47d,44-76244,usaaf,0.0,fort knox-godman...,usa,a1,1947
1947-06-16,douglas c-47a (dc-3),PI-C11,philippine air lines,0.0,near cebu,philippines,a1,1947
1947-06-16,lisunov li-2,CCCP-L4088,"aeroflot, kazakstan",3.0,near leninabad airpor...,tajikistan,a1,1947
1947-06-19,lockheed l-049 constellation,NC88845,pan am,14.0,near mayadine,syria,a1,1947
1947-06-21,lisunov li-2,CCCP-L4138,"aeroflot, ukraine",8.0,karkinyts'ka gul...,ukraine,a1,1947
1947-06-23,douglas c-47a (dc-3),42-24291,usaaf,0.0,"hamlin field, sk",canada,a1,1947
1947-06-24,douglas c-47 (dc-3),C-407,viarco,0.0,ipiales-san luis...,colombia,a2,1947
1947-06-27,douglas r4d-7 (dc-3),99850,us navy,0.0,"charleston, wv",usa,a1,1947
1947-06-27,douglas dakota iv (dc-3),KN264,raf,0.0,near isiolo,kenya,a1,1947
1947-06-28,douglas dakota iv (dc-3),KJ979,raf,0.0,antananarivo-ari...,madagascar,a1,1947
1947-07-01,douglas c-47 (dc-3),TI-107,tan,0.0,not reported,unknown country,a1,1947
1947-07-01,avro 685 york c.1,MW224,raf,5.0,oakington raf st...,u.k.,a1,1947
1947-07-01,amiot aac.1 (ju-52),F-BALF,air france,13.0,near esã©ka,cameroon,a1,1947
1947-07-01,ilyushin il-12p,CCCP-L1317,"aeroflot, moscow",4.0,moskva-vnukovo a...,russia,a1,1947
1947-07-03,douglas c-54g (dc-4),45-519,usaaf,6.0,"near florida coast, usa",atlantic ocean,a1,1947
1947-07-05,douglas c-47b (dc-3),349875,french af,0.0,near saigon-tan son n...,vietnam,a1,1947
1947-07-05,short sunderland gr.5,PP113,raf,6.0,near inistrahull island,ireland,a1,1947
1947-07-09,douglas r4d-3 (dc-3),05079,us navy,0.0,"chincoteague, va",usa,a1,1947
1947-07-11,lockheed c-60a lodestar,2004,brazilian af,2.0,near sã£o paulo-congo...,brazil,a1,1947
1947-07-12,douglas c-47a (dc-3),42-93802,usaaf,0.0,oberrã¶blingen,germany,a1,1947
1947-07-13,douglas dc-3c,NC79024,burke air transport,14.0,"near melbourne, fl",usa,a1,1947
1947-07-15,amiot aac.1 (ju-52),F-BCHH,aã©ro cargo,1.0,vichy-charmeil a...,france,a1,1947
1947-07-15,douglas c-47b (dc-3),476353,french af,0.0,saigon ?,vietnam,u1,1947
1947-07-16,avro 685 york c.1,G-AGNR,boac,6.0,az-zubair,iran,a1,1947
1947-07-16,ford 5-at-c tri-motor,HC-SBK,shell ecuador,0.0,not reported,ecuador,a1,1947
1947-07-20,lockheed 18 lodestar,NC21707,alaska airlines,0.0,kotzebue airport...,usa,a1,1947
1947-07-21,douglas c-54a (dc-4),T-44,argentine af,0.0,"el palomar, ba",argentina,a1,1947
1947-07-23,douglas c-54d (dc-4),NC91077,seaboard & western,0.0,saint joseph air...,usa,o1,1947
1947-07-23,douglas c-54d (dc-4),NC91086,seaboard & western,0.0,saint joseph air...,usa,o1,1947
